Ã¿Ã¾frame.time,ip.src,ip.dst,ip.proto,frame.len,tcp.flags,udp.length
"Feb 21, 2025 10:30:09.333162000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.333223000 GTB Standard Time",192.168.65.1,192.168.65.7,6,160,0x0018,
"Feb 21, 2025 10:30:09.333242000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.334523000 GTB Standard Time",192.168.65.7,192.168.65.1,6,363,0x0018,
"Feb 21, 2025 10:30:09.335137000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.335456000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:09.335594000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:09.335868000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.335918000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.336150000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.336385000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.336514000 GTB Standard Time",192.168.65.1,192.168.65.7,6,222,0x0018,
"Feb 21, 2025 10:30:09.336537000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.337592000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:09.338171000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.338956000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.339070000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.339513000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.339580000 GTB Standard Time",192.168.65.1,192.168.65.7,6,181,0x0018,
"Feb 21, 2025 10:30:09.339600000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.342122000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:09.342485000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:09.342514000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:09.342516000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1266,0x0018,
"Feb 21, 2025 10:30:09.342541000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:09.342542000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1154,0x0018,
"Feb 21, 2025 10:30:09.342696000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.342706000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:09.343303000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.343330000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.343462000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.343701000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.345418000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:09.345665000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:09.346327000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.346484000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.346589000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.346624000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.346653000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.347261000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.347320000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.347341000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.347359000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.347395000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.347414000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.369358000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.369524000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.370163000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.370230000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.370279000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.384081000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.384228000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.384748000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.384819000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.384839000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.385993000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:09.386310000 GTB Standard Time",192.168.65.7,192.168.65.1,6,870,0x0018,
"Feb 21, 2025 10:30:09.386525000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:09.386981000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.387177000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.387293000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.387453000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:09.387609000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:09.389413000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.456997000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.457059000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.457565000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.457790000 GTB Standard Time",192.168.65.1,192.168.65.7,6,160,0x0018,
"Feb 21, 2025 10:30:09.457823000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.458887000 GTB Standard Time",192.168.65.7,192.168.65.1,6,363,0x0018,
"Feb 21, 2025 10:30:09.459599000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.459838000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:09.460036000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:09.460654000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.460755000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.460785000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.461270000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.461336000 GTB Standard Time",192.168.65.1,192.168.65.7,6,222,0x0018,
"Feb 21, 2025 10:30:09.461355000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.462543000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:09.463134000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.463826000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.463918000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.464427000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.464505000 GTB Standard Time",192.168.65.1,192.168.65.7,6,181,0x0018,
"Feb 21, 2025 10:30:09.464525000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.466913000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:09.467122000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:09.467145000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:09.467146000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1266,0x0018,
"Feb 21, 2025 10:30:09.467165000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:09.467166000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1154,0x0018,
"Feb 21, 2025 10:30:09.467350000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:09.467915000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.467953000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.467963000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.467969000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.467975000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.467981000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.467988000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.469341000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:09.469489000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:09.470193000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.470237000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.470321000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.470351000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.470373000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.470867000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.470921000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.470939000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.470952000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.470983000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.471008000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.491340000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.491473000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.492163000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.492224000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.492245000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.493510000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:09.493796000 GTB Standard Time",192.168.65.7,192.168.65.1,6,870,0x0018,
"Feb 21, 2025 10:30:09.494039000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:09.494120000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.494637000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.494664000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.494671000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:09.494807000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:09.495317000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.506692000 GTB Standard Time",192.168.65.1,192.168.65.7,6,74,0x0002,
"Feb 21, 2025 10:30:09.506759000 GTB Standard Time",192.168.65.7,192.168.65.1,6,74,0x0012,
"Feb 21, 2025 10:30:09.507380000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.507443000 GTB Standard Time",192.168.65.1,192.168.65.7,6,198,0x0018,
"Feb 21, 2025 10:30:09.507464000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735397000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735430000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735432000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735433000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735434000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735435000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735437000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735447000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735448000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735452000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.735462000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0010,
"Feb 21, 2025 10:30:09.736209000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736237000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736250000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736307000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736329000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736340000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736350000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736442000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736652000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736667000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:09.736676000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:10.224725000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:10.227213000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:10.227244000 GTB Standard Time",192.168.65.7,192.168.65.1,6,812,0x0018,
"Feb 21, 2025 10:30:10.227420000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:10.228652000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:10.229485000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:10.231203000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:10.231327000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:10.231486000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:10.232068000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.234769000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.234796000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.235866000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.235891000 GTB Standard Time",192.168.65.7,192.168.65.1,6,812,0x0018,
"Feb 21, 2025 10:30:11.236065000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.237405000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.237423000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.237463000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.237467000 GTB Standard Time",192.168.65.7,192.168.65.1,6,541,0x0018,
"Feb 21, 2025 10:30:11.237527000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.237564000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.237565000 GTB Standard Time",192.168.65.7,192.168.65.1,6,541,0x0018,
"Feb 21, 2025 10:30:11.237628000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.237649000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.239804000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.240257000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.240285000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.240298000 GTB Standard Time",192.168.65.7,192.168.65.1,6,275,0x0018,
"Feb 21, 2025 10:30:11.240308000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.240328000 GTB Standard Time",192.168.65.7,192.168.65.1,6,776,0x0018,
"Feb 21, 2025 10:30:11.240370000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.240372000 GTB Standard Time",192.168.65.7,192.168.65.1,6,776,0x0018,
"Feb 21, 2025 10:30:11.240377000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.240378000 GTB Standard Time",192.168.65.7,192.168.65.1,6,776,0x0018,
"Feb 21, 2025 10:30:11.240578000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.240580000 GTB Standard Time",192.168.65.7,192.168.65.1,6,812,0x0018,
"Feb 21, 2025 10:30:11.240583000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.240646000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.240755000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.240852000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.241345000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.241599000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.241627000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.241641000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.241836000 GTB Standard Time",192.168.65.7,192.168.65.1,6,1514,0x0010,
"Feb 21, 2025 10:30:11.241841000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.241867000 GTB Standard Time",192.168.65.7,192.168.65.1,6,541,0x0018,
"Feb 21, 2025 10:30:11.241988000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.242076000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.242644000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.242676000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.242689000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.242890000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.243482000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.243516000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.243580000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.243604000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.243622000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.243640000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.243653000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.243665000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.243665000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.243738000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.243955000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.244090000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.244113000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.244144000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.244519000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.244545000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.244697000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.244759000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.244784000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.244830000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.244848000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.244971000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.244998000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.245016000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.245064000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.245174000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.245367000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.245401000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.245627000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.245750000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.245770000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.245779000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.245787000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0010,
"Feb 21, 2025 10:30:11.889495000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.890319000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.890354000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.891443000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.891521000 GTB Standard Time",192.168.65.1,192.168.65.7,6,66,0x0011,
"Feb 21, 2025 10:30:11.892267000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
"Feb 21, 2025 10:30:11.892294000 GTB Standard Time",192.168.65.7,192.168.65.1,6,66,0x0011,
"Feb 21, 2025 10:30:11.892299000 GTB Standard Time",192.168.65.7,192.168.65.1,6,71,0x0018,
